Measurement Year,Measurement Period,Program Type,Plan Name,Plan ID,CG Area,CG Domain,Domain Rating,Measure Name,Measure Category,Measure Type,Region,Critical Value,Average of Critical Values,Domain Score,Average of Domain Scores,Standard Deviation of Domain Scores,Total Stars,Average of Total Stars,Standard Deviation of Total Stars,Member Services Phone Numbers,Web Sites
2018,2018 January - June,FIDA,AgeWell New York FIDA,3864495,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,N/A,3.29,3.29,0.95,0.1,4.33,34,36,5.26,1-866-586-8044,www.agewellnewyork.com
2018,2018 January - June,FIDA,AgeWell New York FIDA,3864495,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,N/A,3.29,3.29,-2.13,-0.62,4.13,34,36,5.26,1-866-586-8044,www.agewellnewyork.com
2018,2018 January - June,FIDA,AgeWell New York FIDA,3864495,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,N/A,3.29,3.29,-1.84,-0.34,4.81,34,36,5.26,1-866-586-8044,www.agewellnewyork.com
2018,2018 January - June,FIDA,AgeWell New York FIDA,3864495,Stability or Improvement,Urinary Continence Stable or Improved,2,Urinary Continence Stable or Improved,Quality,Over-Time,N/A,3.29,3.29,-4.09,0.11,3.8,34,36,5.26,1-866-586-8044,www.agewellnewyork.com
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Overall,Overall,1,Overall,Overall,Overall,Hudson Valley,,,,,,,,,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,1.69,1.69,0.28,0.23,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,Hudson Valley,3.29,3.29,-3.99,-0.56,3.79,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,Hudson Valley,3.25,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,3.29,2.49,-2.9,-0.51,3.27,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,1.69,2.49,-2.9,-0.51,3.27,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Care Manager,2,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-1.04,0.01,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Health Plan,2,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-0.96,-0.04,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Regular Visiting Nurse,2,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-1.12,-0.05,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-0.53,-0.1,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,ADL Stable or Improved,2,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-2.57,0.1,4.33,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Pain Intensity Stable or Improved,2,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-3.61,-0.62,4.13,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,1.67,-0.34,4.81,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,-0.51,0.11,3.8,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Overall,Overall,1,Overall,Overall,Overall,New York City,,,,,,,,,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,1.69,0.28,0.23,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,-3.99,-0.56,3.79,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Mammogram,Quality,Prevalence,New York City,3.25,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Preventive Care,Prevention,2,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,-5.86,-1.03,4.31,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Quality of Life,Quality of Life,2,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,2.49,-2.9,-0.51,3.27,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Quality of Life,Quality of Life,2,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,2.49,-2.9,-0.51,3.27,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Care Manager,2,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,1.69,-1.04,0.01,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Health Plan,2,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,1.69,-0.96,-0.04,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Rating of Regular Visiting Nurse,2,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,1.69,-1.12,-0.05,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,1.69,-0.53,-0.1,1,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,ADL Stable or Improved,2,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-2.57,0.1,4.33,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Pain Intensity Stable or Improved,2,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-3.61,-0.62,4.13,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Shortness of Breath Stable or Improved,3,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,1.67,-0.34,4.81,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PARTIAL,ArchCare Community Life,3466800,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,-0.51,0.11,3.8,28,36,5.26,1-855-380-2589,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Overall,Overall,3,Overall,Overall,Overall,Hudson Valley,,,,,,,,,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,Hudson Valley,1.69,1.69,0.45,0.23,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,Hudson Valley,3.29,3.29,-3.3,-0.56,3.79,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,Hudson Valley,3.25,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,Hudson Valley,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,Hudson Valley,3.29,2.49,-0.23,-0.51,3.27,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,Hudson Valley,1.69,2.49,-0.23,-0.51,3.27,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Care Manager,2,Rating of Care Manager,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-0.9,0.01,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Health Plan,1,Rating of Health Plan,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-1.54,-0.04,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Regular Visiting Nurse,4,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,0.75,-0.05,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,Hudson Valley,1.69,1.69,-0.12,-0.1,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,0.08,0.1,4.33,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,1.09,-0.62,4.13,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Shortness of Breath Stable or Improved,4,Shortness of Breath Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,3.46,-0.34,4.81,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,Hudson Valley,3.29,3.29,0.4,0.11,3.8,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Overall,Overall,3,Overall,Overall,Overall,New York City,,,,,,,,,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Advance Directives,3,Talked About Appointing for Health Decisions,Quality,Prevalence,New York City,1.69,1.69,0.45,0.23,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,New York City,3.29,3.29,-3.3,-0.56,3.79,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,New York City,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,New York City,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,New York City,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Hearing Exam,Quality,Prevalence,New York City,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Mammogram,Quality,Prevalence,New York City,3.25,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Preventive Care,Prevention,3,Pneumococcal Vaccination,Quality,Prevalence,New York City,3.29,3.29,-0.06,-1.03,4.31,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Quality of Life,Quality of Life,3,Not Lonely or Not Distressed,Quality,Prevalence,New York City,3.29,2.49,-0.23,-0.51,3.27,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Quality of Life,Quality of Life,3,Involved in Decisions,Satisfaction,Prevalence,New York City,1.69,2.49,-0.23,-0.51,3.27,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Care Manager,2,Rating of Care Manager,Satisfaction,Prevalence,New York City,1.69,1.69,-0.9,0.01,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Health Plan,1,Rating of Health Plan,Satisfaction,Prevalence,New York City,1.69,1.69,-1.54,-0.04,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Rating of Regular Visiting Nurse,4,Rating of Regular Visiting Nurse,Satisfaction,Prevalence,New York City,1.69,1.69,0.75,-0.05,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Satisfaction with Care,Timeliness of Aide,3,Timeliness of Home Health Aide,Satisfaction,Prevalence,New York City,1.69,1.69,-0.12,-0.1,1,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,ADL Stable or Improved,3,ADL Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,0.08,0.1,4.33,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Pain Intensity Stable or Improved,3,Pain Intensity Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,1.09,-0.62,4.13,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Shortness of Breath Stable or Improved,4,Shortness of Breath Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,3.46,-0.34,4.81,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,ArchCare Senior Life,3114514,Stability or Improvement,Urinary Continence Stable or Improved,3,Urinary Continence Stable or Improved,Quality,Over-Time,New York City,3.29,3.29,0.4,0.11,3.8,34,36,5.26,1-866-263-9083,www.archcare.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Overall,Overall,4,Overall,Overall,Overall,Western,,,,,,,,,1-716-819-5433,www.chsbuffalo.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Preventive Care,Advance Directives,5,Talked About Appointing for Health Decisions,Quality,Prevalence,Western,1.69,1.69,2.51,0.23,1,41,36,5.26,1-716-819-5433,www.chsbuffalo.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Preventive Care,Patient Safety,2,No falls with Injury,Quality,Prevalence,Western,3.29,3.29,-2.71,-0.56,3.79,41,36,5.26,1-716-819-5433,www.chsbuffalo.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Preventive Care,Prevention,3,Dental Exam,Quality,Prevalence,Western,3.29,3.29,0.01,-1.03,4.31,41,36,5.26,1-716-819-5433,www.chsbuffalo.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Preventive Care,Prevention,3,Eye Exam,Quality,Prevalence,Western,3.29,3.29,0.01,-1.03,4.31,41,36,5.26,1-716-819-5433,www.chsbuffalo.org
2018,2018 January - June,PACE,Catholic Health - LIFE,3072740,Preventive Care,Prevention,3,Influenza Vaccination,Quality,Prevalence,Western,3.29,3.29,0.01,-1.03,4.31,41,36,5.26,1-716-819-5433,www.chsbuffalo.org
